Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Color,Owner_Type,Mileage_kmpl,Price_Lakh,Provider,Policy_Number,Expiry_Date,Status,Owner_Name,Contact,City,Purchase_Year,Sale_Price_Lakh,Sale_Date,Buyer_Name,Service_Type,Service_Date,Service_Cost,Service_Center
C1234,Hyundai,Duster,2021,Hybrid,Automatic,Blue,Third,17.64,43.98,"ICICI Lombard",POL983428,2023-05-03,Expired,Owner_234,"+91 9854293222",Hyderabad,2017,34.86,2022-09-16,Buyer_234,"Brake Service",2023-03-09,9020,Mechanix
C1235,Hyundai,Creta,2018,Electric,Automatic,Black,First,16.18,37.04,"ICICI Lombard",POL521695,2024-02-21,Expired,Owner_235,"+91 9580837761",Delhi,2023,40.66,2022-07-16,Buyer_235,"Battery Replacement",2020-01-19,7809,CarZ
C1236,Renault,Polo,2012,Hybrid,Automatic,Grey,Second,12.26,39.37,"Bajaj Allianz",POL971138,2023-12-18,Active,Owner_236,"+91 9460132546",Chennai,2017,2.59,2023-04-02,Buyer_236,"Battery Replacement",2022-07-06,13137,"Speed Garage"
C1237,Hyundai,Nexon,2008,Hybrid,Manual,White,Second,12.62,9,"Bajaj Allianz",POL447919,2024-07-13,Active,Owner_237,"+91 9367829714",Bangalore,2008,20.64,2022-08-07,Buyer_237,"Battery Replacement",2021-07-15,15122,CarZ
C1238,Volkswagen,Nexon,2006,Petrol,Manual,Green,Second,22.28,26.64,"HDFC Ergo",POL920079,2023-06-24,Expired,Owner_238,"+91 9886668065",Jaipur,2012,39.94,2023-06-14,Buyer_238,"Battery Replacement",2020-12-22,6540,Mechanix
C1239,Maruti,XUV500,2009,Electric,Manual,Yellow,Third,19.94,45.56,"HDFC Ergo",POL303856,2023-11-30,Active,Owner_239,"+91 9877188377",Chennai,2007,41.13,2022-04-18,Buyer_239,"Engine Repair",2022-06-16,18058,AutoCare
C1240,Tata,XUV500,2023,Electric,Automatic,Green,Third,10.49,13.15,"ICICI Lombard",POL639745,2024-03-03,Expired,Owner_240,"+91 9739340741",Jaipur,2007,25.17,2023-02-06,Buyer_240,"Brake Service",2020-04-17,19237,Pitstop
C1241,Maruti,XUV500,2014,CNG,Manual,Silver,Second,22.55,34.26,"Reliance General",POL246468,2024-07-27,Active,Owner_241,"+91 9604230860",Pune,2011,28.46,2022-10-27,Buyer_241,"Full Service",2020-10-04,13372,"Speed Garage"
C1242,Tata,XUV500,2008,Diesel,Manual,White,Third,21.7,25.25,"SBI General",POL188129,2024-11-09,Active,Owner_242,"+91 9702263946",Hyderabad,2017,16.21,2023-02-17,Buyer_242,"Full Service",2021-04-09,14924,Mechanix
C1243,Tata,XUV500,2024,Petrol,Automatic,Red,First,22.34,26.86,"SBI General",POL395223,2024-11-01,Expired,Owner_243,"+91 9112285718",Kolkata,2019,2.55,2023-12-09,Buyer_243,"Battery Replacement",2022-04-28,3198,Pitstop
C1244,Ford,Nexon,2024,CNG,Automatic,Blue,First,19.38,23.02,"HDFC Ergo",POL999213,2024-06-02,Active,Owner_244,"+91 9136841104",Delhi,2022,4.61,2023-12-12,Buyer_244,"Brake Service",2022-07-15,10907,Pitstop
C1245,Kia,Innova,2009,Petrol,Manual,White,Third,22.3,13.78,"HDFC Ergo",POL380871,2024-11-10,Expired,Owner_245,"+91 9721161439",Bangalore,2007,18.85,2023-06-05,Buyer_245,"Tyre Change",2021-02-13,10826,"Speed Garage"
C1246,Hyundai,Duster,2007,Electric,Manual,Green,First,23.67,10.21,"TATA AIG",POL620949,2024-12-06,Active,Owner_246,"+91 9100159298",Ahmedabad,2021,22.45,2023-05-13,Buyer_246,"Full Service",2023-09-12,11540,Pitstop
C1247,Toyota,City,2018,Petrol,Manual,Silver,First,11.29,44.27,"SBI General",POL948413,2024-05-31,Active,Owner_247,"+91 9865198495",Bangalore,2013,46,2023-03-01,Buyer_247,"Full Service",2023-09-24,10685,Pitstop
C1248,Renault,Ecosport,2024,Hybrid,Automatic,Silver,Fourth,16.99,45.23,"HDFC Ergo",POL953624,2024-05-18,Active,Owner_248,"+91 9705688913",Hyderabad,2023,42.59,2023-05-21,Buyer_248,"Oil Change",2022-12-16,10227,CarZ
C1249,Honda,Ecosport,2010,CNG,Automatic,Silver,Fourth,23.9,36.54,"Reliance General",POL792488,2023-12-24,Expired,Owner_249,"+91 9817831943",Ahmedabad,2009,34.65,2022-02-24,Buyer_249,"Battery Replacement",2023-02-19,8199,Pitstop
C1250,Tata,City,2012,Electric,Manual,Grey,Second,11.29,45.4,"SBI General",POL152843,2023-10-18,Active,Owner_250,"+91 9696068501",Bangalore,2007,5.87,2023-01-01,Buyer_250,"Brake Service",2020-07-25,17377,AutoCare
C1251,Renault,Nexon,2022,Electric,Automatic,White,First,21.21,37.2,"HDFC Ergo",POL132898,2023-10-06,Active,Owner_251,"+91 9202646989",Lucknow,2014,39.74,2022-12-26,Buyer_251,"Full Service",2021-06-29,11533,Pitstop
C1252,Hyundai,Polo,2013,Electric,Automatic,Green,Second,12.65,25.98,"HDFC Ergo",POL759432,2023-02-13,Active,Owner_252,"+91 9771832111",Jaipur,2017,13.11,2022-03-31,Buyer_252,"Brake Service",2021-02-10,7781,Mechanix
C1253,Volkswagen,City,2008,Petrol,Manual,Red,Fourth,24.49,9.89,"Reliance General",POL562776,2023-12-11,Expired,Owner_253,"+91 9448484487",Lucknow,2018,16.59,2023-08-09,Buyer_253,"Full Service",2023-01-28,3646,CarZ
C1254,Toyota,Creta,2006,CNG,Automatic,Black,Second,10.02,13.04,"Bajaj Allianz",POL154804,2023-10-29,Active,Owner_254,"+91 9695525796",Delhi,2008,33.54,2023-01-11,Buyer_254,"Full Service",2020-02-20,7881,Pitstop
C1255,Mahindra,Creta,2009,Hybrid,Automatic,Green,Third,12.09,32.22,"ICICI Lombard",POL203497,2023-08-09,Expired,Owner_255,"+91 9165295968",Delhi,2023,5.56,2022-11-01,Buyer_255,"Oil Change",2021-10-18,17009,CarZ
C1256,Renault,XUV500,2017,CNG,Automatic,Black,Second,16.39,21.65,"Reliance General",POL329984,2023-12-20,Active,Owner_256,"+91 9777880176",Kolkata,2017,44.32,2023-06-18,Buyer_256,"Oil Change",2020-10-17,4799,CarZ
C1257,Volkswagen,City,2013,Diesel,Automatic,Red,Third,13.5,47.56,"HDFC Ergo",POL887539,2024-05-08,Expired,Owner_257,"+91 9977559364",Hyderabad,2020,25.64,2022-05-30,Buyer_257,"Engine Repair",2023-06-26,16472,Mechanix
C1258,Renault,Ecosport,2014,Hybrid,Automatic,Blue,Fourth,15.32,31.44,"Reliance General",POL760276,2024-10-21,Expired,Owner_258,"+91 9317351401",Lucknow,2014,2.4,2022-11-15,Buyer_258,"Oil Change",2020-07-11,16639,Mechanix
C1259,Hyundai,Swift,2011,Petrol,Manual,Grey,Fourth,20.68,35.86,"ICICI Lombard",POL852397,2023-04-23,Expired,Owner_259,"+91 9799492226",Ahmedabad,2022,35.76,2022-10-26,Buyer_259,"Oil Change",2022-03-03,16556,CarZ
C1260,Honda,Swift,2006,Electric,Manual,Red,Second,21.47,25.1,"HDFC Ergo",POL660815,2023-05-13,Expired,Owner_260,"+91 9473807625",Ahmedabad,2018,10.85,2022-08-06,Buyer_260,"Brake Service",2020-04-20,17054,"Speed Garage"
C1261,Toyota,City,2015,Petrol,Manual,Silver,Third,18.95,43.08,"ICICI Lombard",POL217981,2023-10-16,Active,Owner_261,"+91 9360996661",Lucknow,2020,18.23,2022-09-06,Buyer_261,"Tyre Change",2020-12-04,6454,CarZ
C1262,Maruti,Polo,2015,Hybrid,Manual,Silver,Second,20.75,3.72,"Reliance General",POL291184,2023-01-12,Active,Owner_262,"+91 9828558922",Lucknow,2011,30.52,2024-01-01,Buyer_262,"Oil Change",2020-09-30,7229,FastFix
C1263,Renault,City,2008,Petrol,Automatic,Yellow,Second,13.92,46.4,"Bajaj Allianz",POL865586,2023-03-21,Active,Owner_263,"+91 9270030224",Chennai,2008,12.87,2023-01-09,Buyer_263,"Battery Replacement",2021-07-15,5723,"Speed Garage"
C1264,Hyundai,Polo,2013,Diesel,Automatic,Black,Second,21.88,38.43,"TATA AIG",POL225952,2024-05-22,Expired,Owner_264,"+91 9917336815",Pune,2012,27.5,2022-10-27,Buyer_264,"Engine Repair",2021-12-03,6451,FastFix
C1265,Kia,Seltos,2012,CNG,Manual,Red,Third,19.85,36.55,"SBI General",POL141118,2023-02-07,Expired,Owner_265,"+91 9148182550",Mumbai,2023,2.53,2022-02-09,Buyer_265,"Battery Replacement",2023-01-10,14642,FastFix
C1266,Ford,City,2020,Electric,Manual,White,Fourth,10.67,39.36,"Reliance General",POL986878,2024-02-14,Active,Owner_266,"+91 9720175181",Kolkata,2013,34.67,2023-04-29,Buyer_266,"Brake Service",2022-12-30,14705,FastFix
C1267,Kia,Duster,2020,Hybrid,Manual,Red,Third,12.79,46.29,"Bajaj Allianz",POL698893,2023-05-28,Expired,Owner_267,"+91 9253746616",Chennai,2006,42.1,2023-01-21,Buyer_267,"Full Service",2022-09-05,14543,FastFix
C1268,Hyundai,City,2014,CNG,Automatic,Grey,First,12.21,24.82,"ICICI Lombard",POL246544,2024-06-07,Active,Owner_268,"+91 9308101410",Kolkata,2017,11.93,2023-12-11,Buyer_268,"Full Service",2021-08-18,7912,"Speed Garage"
C1269,Maruti,Seltos,2006,Hybrid,Automatic,White,Second,14.48,29.48,"Reliance General",POL944980,2024-07-18,Active,Owner_269,"+91 9885252235",Ahmedabad,2019,3.76,2023-04-07,Buyer_269,"Engine Repair",2021-09-01,16116,FastFix
C1270,Maruti,Swift,2014,Diesel,Automatic,Grey,First,22.98,13.51,"SBI General",POL478658,2023-11-05,Expired,Owner_270,"+91 9906868437",Kolkata,2009,33.21,2023-12-30,Buyer_270,"Engine Repair",2020-10-23,9370,FastFix
C1271,Mahindra,Swift,2005,Electric,Manual,White,Third,14.6,8.15,"Reliance General",POL453969,2023-09-01,Expired,Owner_271,"+91 9453514231",Kolkata,2024,42.45,2023-08-20,Buyer_271,"Full Service",2023-07-15,8323,FastFix
C1272,Maruti,Creta,2006,Diesel,Automatic,Grey,Third,23.49,18.89,"Reliance General",POL173586,2023-02-25,Active,Owner_272,"+91 9359084044",Delhi,2006,13.96,2023-01-12,Buyer_272,"Battery Replacement",2022-08-03,8829,CarZ
C1273,Tata,Polo,2005,CNG,Automatic,Grey,First,19.96,34.32,"TATA AIG",POL252405,2024-05-31,Expired,Owner_273,"+91 9449189440",Bangalore,2015,14.42,2023-03-01,Buyer_273,"Full Service",2021-04-08,19976,Pitstop
C1274,Honda,Swift,2020,Hybrid,Automatic,White,Third,11.73,36.76,"Reliance General",POL338000,2024-07-17,Active,Owner_274,"+91 9866079189",Delhi,2006,29.37,2023-11-09,Buyer_274,"Engine Repair",2021-09-29,9324,Mechanix
C1275,Ford,Innova,2006,Electric,Manual,White,First,14.87,15.05,"Reliance General",POL916009,2023-09-21,Expired,Owner_275,"+91 9530717690",Lucknow,2007,31.84,2023-05-05,Buyer_275,"Full Service",2020-10-27,6892,FastFix
C1276,Mahindra,Innova,2009,Hybrid,Automatic,Silver,Fourth,10.47,8.49,"ICICI Lombard",POL512963,2023-04-15,Active,Owner_276,"+91 9574926224",Jaipur,2022,22.15,2022-01-14,Buyer_276,"Tyre Change",2021-12-25,15663,"Speed Garage"
C1277,Hyundai,Ecosport,2019,CNG,Manual,Green,Third,19.48,39.51,"ICICI Lombard",POL797899,2023-10-29,Active,Owner_277,"+91 9448394612",Kolkata,2017,33.35,2022-04-14,Buyer_277,"Brake Service",2020-07-13,9655,Mechanix
C1278,Kia,Seltos,2024,CNG,Manual,Yellow,Fourth,18.83,3.54,"ICICI Lombard",POL875635,2024-07-03,Active,Owner_278,"+91 9562571559",Jaipur,2022,8.02,2023-09-21,Buyer_278,"Tyre Change",2020-04-22,6774,Mechanix
C1279,Honda,City,2010,CNG,Manual,Grey,First,22.94,44.35,"Bajaj Allianz",POL752325,2024-08-05,Expired,Owner_279,"+91 9424268371",Lucknow,2019,23.38,2023-11-23,Buyer_279,"Oil Change",2020-06-05,12674,Mechanix
C1280,Hyundai,Seltos,2020,Hybrid,Automatic,Black,First,18.58,46.47,"SBI General",POL682460,2023-07-09,Expired,Owner_280,"+91 9628665000",Lucknow,2014,22.42,2022-07-19,Buyer_280,"Oil Change",2021-03-03,13318,Mechanix
C1281,Hyundai,Creta,2010,Petrol,Automatic,Grey,Fourth,19.82,38.39,"ICICI Lombard",POL254246,2023-04-08,Active,Owner_281,"+91 9860156186",Hyderabad,2006,38.9,2023-04-30,Buyer_281,"Brake Service",2023-02-05,14431,Mechanix
C1282,Renault,Nexon,2023,Electric,Manual,White,Third,22.85,34.99,"Reliance General",POL309112,2023-04-12,Active,Owner_282,"+91 9333878681",Mumbai,2019,4.08,2023-12-07,Buyer_282,"Oil Change",2022-04-18,3862,FastFix
C1283,Mahindra,XUV500,2005,CNG,Manual,Black,Third,22.76,48.21,"SBI General",POL418119,2023-09-01,Expired,Owner_283,"+91 9875377634",Jaipur,2013,9.48,2023-05-21,Buyer_283,"Tyre Change",2023-02-04,14799,Mechanix
C1284,Mahindra,City,2006,Petrol,Automatic,Blue,Second,12,14,"ICICI Lombard",POL841550,2024-07-02,Expired,Owner_284,"+91 9668871266",Hyderabad,2008,29.79,2022-07-09,Buyer_284,"Tyre Change",2020-12-21,14250,Mechanix
C1285,Hyundai,Innova,2016,Diesel,Automatic,Red,Second,16.73,11.67,"HDFC Ergo",POL905589,2024-10-14,Active,Owner_285,"+91 9693160149",Chennai,2013,4.1,2022-05-03,Buyer_285,"Oil Change",2022-05-13,8964,CarZ
C1286,Volkswagen,Swift,2007,Diesel,Automatic,Green,First,13.65,30.84,"TATA AIG",POL220846,2024-07-07,Active,Owner_286,"+91 9415169397",Kolkata,2007,16.27,2023-06-07,Buyer_286,"Battery Replacement",2022-10-21,18246,FastFix
C1287,Volkswagen,Ecosport,2011,Electric,Manual,Yellow,Third,19.24,26.25,"ICICI Lombard",POL954533,2023-09-24,Expired,Owner_287,"+91 9585161169",Bangalore,2005,23.17,2023-07-27,Buyer_287,"Full Service",2022-04-01,3732,"Speed Garage"
C1288,Toyota,Ecosport,2006,CNG,Automatic,Grey,Third,20.44,21.78,"TATA AIG",POL641406,2023-03-16,Active,Owner_288,"+91 9406920967",Mumbai,2011,44.1,2022-10-19,Buyer_288,"Tyre Change",2021-06-21,17008,Pitstop
C1289,Volkswagen,XUV500,2008,CNG,Automatic,Silver,Second,12.36,44.55,"Bajaj Allianz",POL673189,2024-04-07,Active,Owner_289,"+91 9443681054",Bangalore,2018,41.25,2023-04-06,Buyer_289,"Engine Repair",2023-04-05,18072,FastFix
C1290,Honda,Seltos,2010,Diesel,Automatic,Blue,Fourth,12.96,17.13,"Reliance General",POL324420,2024-06-07,Expired,Owner_290,"+91 9162987077",Bangalore,2007,18.02,2022-01-18,Buyer_290,"Brake Service",2020-12-05,10646,AutoCare
C1291,Tata,Ecosport,2010,Hybrid,Automatic,Silver,Second,22.06,3.98,"HDFC Ergo",POL889083,2024-04-23,Expired,Owner_291,"+91 9694002561",Pune,2006,6.48,2023-08-09,Buyer_291,"Engine Repair",2022-01-10,5124,CarZ
C1292,Hyundai,Creta,2019,Hybrid,Automatic,Yellow,Third,16.57,42.44,"ICICI Lombard",POL574315,2024-10-03,Active,Owner_292,"+91 9927690294",Lucknow,2016,9.21,2022-10-02,Buyer_292,"Battery Replacement",2023-11-21,15370,CarZ
C1293,Kia,Creta,2020,Petrol,Automatic,Green,Second,16.22,16.01,"Reliance General",POL247326,2024-01-31,Expired,Owner_293,"+91 9644306879",Hyderabad,2008,6.1,2023-04-25,Buyer_293,"Tyre Change",2022-08-22,8746,Pitstop
C1294,Tata,City,2017,Petrol,Automatic,Red,Third,18.07,42.79,"Bajaj Allianz",POL794313,2024-07-26,Active,Owner_294,"+91 9593675188",Kolkata,2024,15.31,2022-04-21,Buyer_294,"Tyre Change",2022-03-26,16151,Pitstop
C1295,Maruti,Nexon,2023,Electric,Automatic,Black,Third,12.53,39.94,"TATA AIG",POL501165,2023-03-28,Active,Owner_295,"+91 9469695095",Mumbai,2021,14.22,2023-10-29,Buyer_295,"Battery Replacement",2023-02-12,5488,CarZ
C1296,Renault,Nexon,2008,CNG,Manual,White,First,17.6,49.13,"TATA AIG",POL820033,2023-08-25,Expired,Owner_296,"+91 9696206771",Chennai,2015,10.26,2022-05-10,Buyer_296,"Oil Change",2020-09-12,19118,Pitstop
C1297,Maruti,City,2020,CNG,Manual,Silver,First,24.09,23.12,"Reliance General",POL832498,2023-07-06,Expired,Owner_297,"+91 9208339535",Delhi,2021,21.81,2023-12-04,Buyer_297,"Engine Repair",2021-08-13,2162,FastFix
C1298,Maruti,XUV500,2007,Petrol,Automatic,Silver,First,20.72,35.47,"TATA AIG",POL132083,2024-08-03,Expired,Owner_298,"+91 9883230404",Mumbai,2011,13.96,2023-10-26,Buyer_298,"Tyre Change",2021-05-25,10853,Mechanix
C1299,Volkswagen,Innova,2009,CNG,Manual,Yellow,Third,17.33,40.56,"Bajaj Allianz",POL975132,2024-07-20,Active,Owner_299,"+91 9978028762",Ahmedabad,2008,2.76,2022-02-26,Buyer_299,"Battery Replacement",2023-06-01,4110,AutoCare
C1300,Honda,Polo,2012,Petrol,Automatic,Black,Fourth,15.98,34.9,"TATA AIG",POL661695,2023-07-16,Expired,Owner_300,"+91 9444711564",Bangalore,2020,11.05,2023-11-27,Buyer_300,"Full Service",2021-04-18,4324,AutoCare
C1301,Ford,Seltos,2024,Electric,Automatic,Black,Third,15.53,24.77,"TATA AIG",POL708264,2023-03-26,Active,Owner_301,"+91 9736044392",Ahmedabad,2008,32.42,2023-10-24,Buyer_301,"Brake Service",2020-04-24,6746,Pitstop
C1302,Hyundai,Duster,2010,Electric,Automatic,Red,Fourth,18.22,48.4,"HDFC Ergo",POL545449,2024-04-04,Expired,Owner_302,"+91 9931593535",Chennai,2005,27.43,2022-05-10,Buyer_302,"Engine Repair",2020-12-01,6603,FastFix
C1303,Renault,City,2023,Electric,Manual,Blue,Third,21.46,6.43,"TATA AIG",POL785630,2023-09-22,Expired,Owner_303,"+91 9523705797",Mumbai,2010,46.37,2022-08-22,Buyer_303,"Full Service",2022-10-03,18951,FastFix
C1304,Hyundai,Seltos,2007,Hybrid,Manual,White,Second,13.59,14.82,"SBI General",POL251416,2023-04-17,Expired,Owner_304,"+91 9301152110",Lucknow,2021,7.17,2023-08-03,Buyer_304,"Brake Service",2023-05-07,17606,AutoCare
C1305,Kia,City,2018,CNG,Automatic,Yellow,Third,11.78,36.68,"Bajaj Allianz",POL575282,2024-10-09,Expired,Owner_305,"+91 9858270269",Jaipur,2013,42.73,2023-05-31,Buyer_305,"Engine Repair",2021-12-22,15252,AutoCare
C1306,Hyundai,Duster,2015,Diesel,Automatic,Black,First,15.58,39.77,"ICICI Lombard",POL788706,2024-08-24,Active,Owner_306,"+91 9203554137",Hyderabad,2024,37.23,2022-07-07,Buyer_306,"Battery Replacement",2020-06-13,13297,AutoCare
C1307,Maruti,XUV500,2014,CNG,Automatic,Red,Fourth,16.02,21.68,"TATA AIG",POL988641,2023-10-22,Active,Owner_307,"+91 9418572548",Pune,2005,42.1,2023-08-13,Buyer_307,"Oil Change",2020-11-08,6029,AutoCare
C1308,Volkswagen,Duster,2013,Petrol,Manual,Silver,Second,20.14,44.72,"ICICI Lombard",POL129253,2023-11-28,Active,Owner_308,"+91 9411312601",Jaipur,2019,17.17,2023-10-14,Buyer_308,"Oil Change",2023-03-07,17849,FastFix
C1309,Hyundai,City,2015,Hybrid,Manual,Grey,Third,12.77,33.65,"Bajaj Allianz",POL264300,2024-08-10,Active,Owner_309,"+91 9216375912",Mumbai,2021,14.33,2022-10-05,Buyer_309,"Tyre Change",2020-07-06,2492,"Speed Garage"
C1310,Tata,Ecosport,2012,CNG,Manual,Blue,Fourth,23.5,6.82,"HDFC Ergo",POL735416,2023-04-19,Active,Owner_310,"+91 9471595896",Ahmedabad,2022,16.05,2022-08-24,Buyer_310,"Tyre Change",2020-06-08,2391,Pitstop
C1311,Tata,Ecosport,2023,Diesel,Automatic,Silver,Second,16.11,41.92,"Reliance General",POL223398,2024-10-22,Active,Owner_311,"+91 9656773195",Chennai,2013,47.61,2022-06-27,Buyer_311,"Brake Service",2023-08-10,6630,AutoCare
C1312,Ford,Duster,2015,Hybrid,Automatic,White,Third,16.35,5.65,"Reliance General",POL822174,2024-12-20,Active,Owner_312,"+91 9579206555",Chennai,2009,41.52,2022-11-05,Buyer_312,"Tyre Change",2020-03-03,7497,Pitstop
C1313,Toyota,City,2016,Petrol,Automatic,Black,First,12.06,41.86,"HDFC Ergo",POL712391,2024-10-01,Active,Owner_313,"+91 9573186720",Kolkata,2012,5.4,2022-12-31,Buyer_313,"Full Service",2023-05-03,13420,CarZ
C1314,Kia,Innova,2008,Electric,Manual,Red,Third,20.89,29.99,"Bajaj Allianz",POL616217,2023-11-06,Expired,Owner_314,"+91 9589851490",Pune,2019,34.46,2022-03-27,Buyer_314,"Battery Replacement",2023-01-13,15100,AutoCare
C1315,Renault,Seltos,2006,Hybrid,Manual,Black,Second,24.53,20.73,"Reliance General",POL416192,2023-06-23,Active,Owner_315,"+91 9830384319",Mumbai,2022,27,2023-02-17,Buyer_315,"Brake Service",2020-01-27,19391,FastFix
C1316,Ford,Ecosport,2005,Diesel,Automatic,Red,Second,13.29,14.8,"TATA AIG",POL426331,2023-03-24,Expired,Owner_316,"+91 9583241851",Delhi,2021,6.94,2022-08-14,Buyer_316,"Engine Repair",2021-11-23,11385,FastFix
C1317,Volkswagen,Duster,2011,Diesel,Manual,Green,First,15.53,17.89,"HDFC Ergo",POL123872,2023-03-31,Active,Owner_317,"+91 9604480215",Pune,2012,27.34,2022-03-22,Buyer_317,"Battery Replacement",2023-02-12,10690,"Speed Garage"
C1318,Ford,Ecosport,2016,Electric,Automatic,Silver,Fourth,22.18,40.19,"Reliance General",POL800824,2024-03-15,Active,Owner_318,"+91 9931559641",Hyderabad,2021,7.67,2023-06-24,Buyer_318,"Engine Repair",2022-06-06,8347,CarZ
C1319,Honda,Creta,2024,Diesel,Automatic,Blue,First,24.07,7.98,"Reliance General",POL628946,2024-12-03,Active,Owner_319,"+91 9747024007",Chennai,2011,42.33,2023-06-30,Buyer_319,"Tyre Change",2023-03-11,15043,"Speed Garage"
C1320,Maruti,City,2019,CNG,Manual,Red,Fourth,14.36,11.79,"ICICI Lombard",POL873366,2023-07-12,Active,Owner_320,"+91 9616905431",Lucknow,2008,37.63,2022-06-16,Buyer_320,"Engine Repair",2021-03-29,13236,FastFix
C1321,Kia,City,2016,Petrol,Automatic,Green,First,17.24,13.89,"ICICI Lombard",POL104821,2024-08-26,Active,Owner_321,"+91 9765593483",Ahmedabad,2019,27.23,2023-11-12,Buyer_321,"Engine Repair",2020-10-11,17221,Mechanix
C1322,Tata,Innova,2008,Diesel,Automatic,Black,Fourth,13.38,5.28,"SBI General",POL908351,2023-11-06,Active,Owner_322,"+91 9635908966",Ahmedabad,2023,27.25,2023-01-25,Buyer_322,"Oil Change",2021-09-17,11723,CarZ
C1323,Tata,Creta,2013,Electric,Manual,Blue,Fourth,16.55,42.45,"Bajaj Allianz",POL200107,2024-06-08,Active,Owner_323,"+91 9520645427",Bangalore,2013,28.92,2022-08-20,Buyer_323,"Engine Repair",2020-04-06,3899,Mechanix
C1324,Volkswagen,XUV500,2019,Petrol,Automatic,Yellow,First,12.68,39.82,"Reliance General",POL895930,2024-10-17,Expired,Owner_324,"+91 9828288355",Jaipur,2006,41.44,2022-06-04,Buyer_324,"Brake Service",2021-08-28,11394,Pitstop
C1325,Renault,Innova,2013,Electric,Manual,Yellow,Third,15.38,24.87,"HDFC Ergo",POL687126,2024-08-07,Expired,Owner_325,"+91 9878427154",Hyderabad,2015,12.08,2022-04-18,Buyer_325,"Tyre Change",2023-05-05,14550,CarZ
C1326,Mahindra,Duster,2018,Hybrid,Manual,White,Second,23.29,13.5,"TATA AIG",POL296882,2024-11-05,Active,Owner_326,"+91 9714061309",Hyderabad,2023,39.23,2023-07-25,Buyer_326,"Tyre Change",2022-09-15,12565,Pitstop
C1327,Volkswagen,Swift,2011,Diesel,Manual,White,Second,14.69,25.04,"TATA AIG",POL260019,2024-05-29,Expired,Owner_327,"+91 9228370074",Delhi,2009,33.98,2022-05-18,Buyer_327,"Oil Change",2023-06-02,3874,AutoCare
C1328,Maruti,Innova,2022,Electric,Automatic,Silver,Fourth,22.08,3.55,"Reliance General",POL465780,2024-12-27,Active,Owner_328,"+91 9123743069",Ahmedabad,2019,6.97,2023-10-12,Buyer_328,"Engine Repair",2023-02-13,6508,Pitstop
C1329,Volkswagen,Nexon,2020,Diesel,Manual,Red,Third,22.6,39.56,"ICICI Lombard",POL898643,2023-09-23,Active,Owner_329,"+91 9813093946",Lucknow,2009,42.53,2023-06-28,Buyer_329,"Oil Change",2022-10-01,7788,FastFix
C1330,Toyota,Polo,2007,Hybrid,Automatic,Red,Fourth,12.05,9.45,"HDFC Ergo",POL542353,2023-05-21,Expired,Owner_330,"+91 9732023531",Lucknow,2024,16.59,2022-12-10,Buyer_330,"Brake Service",2022-08-14,5273,AutoCare
C1331,Honda,XUV500,2016,Hybrid,Manual,Blue,Third,19.02,6.9,"Bajaj Allianz",POL550534,2023-06-01,Active,Owner_331,"+91 9399176520",Bangalore,2021,36.41,2022-08-08,Buyer_331,"Oil Change",2021-06-12,15604,"Speed Garage"
C1332,Toyota,Ecosport,2018,Hybrid,Manual,Yellow,Third,19.03,10.79,"Bajaj Allianz",POL627952,2024-08-01,Expired,Owner_332,"+91 9542122999",Ahmedabad,2018,21.81,2023-07-25,Buyer_332,"Brake Service",2023-04-14,13094,Mechanix
C1333,Renault,Seltos,2021,Petrol,Manual,White,Third,11.47,12.75,"HDFC Ergo",POL688706,2024-05-29,Active,Owner_333,"+91 9722593865",Bangalore,2015,20.77,2023-07-12,Buyer_333,"Brake Service",2020-01-02,2620,Pitstop
C1334,Volkswagen,Polo,2017,Electric,Automatic,White,First,15.73,19.33,"ICICI Lombard",POL446832,2024-06-03,Active,Owner_334,"+91 9328909456",Bangalore,2011,17.56,2023-10-30,Buyer_334,"Full Service",2020-02-22,17578,AutoCare
C1335,Volkswagen,Seltos,2016,Electric,Manual,Grey,First,10.55,30.48,"ICICI Lombard",POL629668,2023-01-12,Expired,Owner_335,"+91 9103943875",Chennai,2014,6.8,2022-08-22,Buyer_335,"Tyre Change",2020-07-21,3100,"Speed Garage"
C1336,Maruti,Innova,2013,Petrol,Automatic,Green,Fourth,14.39,13.11,"ICICI Lombard",POL146626,2023-12-09,Active,Owner_336,"+91 9813826153",Delhi,2014,41.21,2023-04-14,Buyer_336,"Tyre Change",2023-03-11,5096,Mechanix
C1337,Toyota,Swift,2008,Diesel,Automatic,Red,Fourth,15.31,11.03,"TATA AIG",POL122041,2024-11-16,Active,Owner_337,"+91 9974254862",Delhi,2017,30.07,2022-01-15,Buyer_337,"Oil Change",2023-08-12,19449,FastFix
C1338,Tata,Swift,2008,CNG,Manual,Blue,Third,24.14,23.05,"ICICI Lombard",POL185186,2024-03-20,Active,Owner_338,"+91 9273141365",Chennai,2007,47.69,2022-11-12,Buyer_338,"Full Service",2022-12-06,10433,AutoCare
C1339,Volkswagen,Seltos,2019,Petrol,Automatic,Grey,Second,15.23,12.63,"Reliance General",POL384736,2024-03-10,Active,Owner_339,"+91 9930655822",Lucknow,2014,3.98,2023-03-07,Buyer_339,"Tyre Change",2020-12-16,17444,"Speed Garage"
